"10826: Population, by region, age, contents and year"

"region";"age";"Persons 2024"
"160199a Unknown urban district Trondheim (2005-2017)";"76 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"77 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"78 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"79 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"80 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"81 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"82 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"83 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"84 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"85 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"86 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"87 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"88 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"89 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"90 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"91 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"92 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"93 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"94 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"95 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"96 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"97 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"98 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"99 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"100 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"101 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"102 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"103 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"104 years";0
"160199a Unknown urban district Trondheim (2005-2017)";"105 years or older";0
"160100a Trondheim total (2001-2004)";"0 years";0
"160100a Trondheim total (2001-2004)";"1 year";0
"160100a Trondheim total (2001-2004)";"2 years";0
"160100a Trondheim total (2001-2004)";"3 years";0
"160100a Trondheim total (2001-2004)";"4 years";0
"160100a Trondheim total (2001-2004)";"5 years";0
"160100a Trondheim total (2001-2004)";"6 years";0
"160100a Trondheim total (2001-2004)";"7 years";0
"160100a Trondheim total (2001-2004)";"8 years";0
"160100a Trondheim total (2001-2004)";"9 years";0
"160100a Trondheim total (2001-2004)";"10 years";0
"160100a Trondheim total (2001-2004)";"11 years";0
"160100a Trondheim total (2001-2004)";"12 years";0
"160100a Trondheim total (2001-2004)";"13 years";0
"160100a Trondheim total (2001-2004)";"14 years";0
"160100a Trondheim total (2001-2004)";"15 years";0
"160100a Trondheim total (2001-2004)";"16 years";0
"160100a Trondheim total (2001-2004)";"17 years";0
"160100a Trondheim total (2001-2004)";"18 years";0
"160100a Trondheim total (2001-2004)";"19 years";0
"160100a Trondheim total (2001-2004)";"20 years";0
"160100a Trondheim total (2001-2004)";"21 years";0
"160100a Trondheim total (2001-2004)";"22 years";0
"160100a Trondheim total (2001-2004)";"23 years";0
"160100a Trondheim total (2001-2004)";"24 years";0
"160100a Trondheim total (2001-2004)";"25 years";0
"160100a Trondheim total (2001-2004)";"26 years";0
"160100a Trondheim total (2001-2004)";"27 years";0
"160100a Trondheim total (2001-2004)";"28 years";0
"160100a Trondheim total (2001-2004)";"29 years";0
"160100a Trondheim total (2001-2004)";"30 years";0
"160100a Trondheim total (2001-2004)";"31 years";0
"160100a Trondheim total (2001-2004)";"32 years";0
"160100a Trondheim total (2001-2004)";"33 years";0
"160100a Trondheim total (2001-2004)";"34 years";0
"160100a Trondheim total (2001-2004)";"35 years";0
"160100a Trondheim total (2001-2004)";"36 years";0
"160100a Trondheim total (2001-2004)";"37 years";0
"160100a Trondheim total (2001-2004)";"38 years";0
"160100a Trondheim total (2001-2004)";"39 years";0
"160100a Trondheim total (2001-2004)";"40 years";0
"160100a Trondheim total (2001-2004)";"41 years";0
"160100a Trondheim total (2001-2004)";"42 years";0
"160100a Trondheim total (2001-2004)";"43 years";0
"160100a Trondheim total (2001-2004)";"44 years";0
"160100a Trondheim total (2001-2004)";"45 years";0
"160100a Trondheim total (2001-2004)";"46 years";0
"160100a Trondheim total (2001-2004)";"47 years";0
"160100a Trondheim total (2001-2004)";"48 years";0
"160100a Trondheim total (2001-2004)";"49 years";0
"160100a Trondheim total (2001-2004)";"50 years";0
"160100a Trondheim total (2001-2004)";"51 years";0
"160100a Trondheim total (2001-2004)";"52 years";0
"160100a Trondheim total (2001-2004)";"53 years";0
"160100a Trondheim total (2001-2004)";"54 years";0
"160100a Trondheim total (2001-2004)";"55 years";0
"160100a Trondheim total (2001-2004)";"56 years";0
"160100a Trondheim total (2001-2004)";"57 years";0
"160100a Trondheim total (2001-2004)";"58 years";0
"160100a Trondheim total (2001-2004)";"59 years";0
"160100a Trondheim total (2001-2004)";"60 years";0
"160100a Trondheim total (2001-2004)";"61 years";0
"160100a Trondheim total (2001-2004)";"62 years";0
"160100a Trondheim total (2001-2004)";"63 years";0
"160100a Trondheim total (2001-2004)";"64 years";0
"160100a Trondheim total (2001-2004)";"65 years";0
"160100a Trondheim total (2001-2004)";"66 years";0
"160100a Trondheim total (2001-2004)";"67 years";0
"160100a Trondheim total (2001-2004)";"68 years";0
"160100a Trondheim total (2001-2004)";"69 years";0
"160100a Trondheim total (2001-2004)";"70 years";0
"160100a Trondheim total (2001-2004)";"71 years";0
"160100a Trondheim total (2001-2004)";"72 years";0
"160100a Trondheim total (2001-2004)";"73 years";0
"160100a Trondheim total (2001-2004)";"74 years";0
"160100a Trondheim total (2001-2004)";"75 years";0
"160100a Trondheim total (2001-2004)";"76 years";0
"160100a Trondheim total (2001-2004)";"77 years";0
"160100a Trondheim total (2001-2004)";"78 years";0
"160100a Trondheim total (2001-2004)";"79 years";0
"160100a Trondheim total (2001-2004)";"80 years";0
"160100a Trondheim total (2001-2004)";"81 years";0
"160100a Trondheim total (2001-2004)";"82 years";0
"160100a Trondheim total (2001-2004)";"83 years";0
"160100a Trondheim total (2001-2004)";"84 years";0
"160100a Trondheim total (2001-2004)";"85 years";0
"160100a Trondheim total (2001-2004)";"86 years";0
"160100a Trondheim total (2001-2004)";"87 years";0
"160100a Trondheim total (2001-2004)";"88 years";0
"160100a Trondheim total (2001-2004)";"89 years";0
"160100a Trondheim total (2001-2004)";"90 years";0
"160100a Trondheim total (2001-2004)";"91 years";0
"160100a Trondheim total (2001-2004)";"92 years";0
"160100a Trondheim total (2001-2004)";"93 years";0
"160100a Trondheim total (2001-2004)";"94 years";0
"160100a Trondheim total (2001-2004)";"95 years";0
"160100a Trondheim total (2001-2004)";"96 years";0
"160100a Trondheim total (2001-2004)";"97 years";0
"160100a Trondheim total (2001-2004)";"98 years";0
"160100a Trondheim total (2001-2004)";"99 years";0
"160100a Trondheim total (2001-2004)";"100 years";0
"160100a Trondheim total (2001-2004)";"101 years";0
"160100a Trondheim total (2001-2004)";"102 years";0
"160100a Trondheim total (2001-2004)";"103 years";0
"160100a Trondheim total (2001-2004)";"104 years";0
"160100a Trondheim total (2001-2004)";"105 years or older";0
"160101 Sentrum (2001-2004)";"0 years";0
"160101 Sentrum (2001-2004)";"1 year";0
"160101 Sentrum (2001-2004)";"2 years";0
"160101 Sentrum (2001-2004)";"3 years";0
"160101 Sentrum (2001-2004)";"4 years";0
"160101 Sentrum (2001-2004)";"5 years";0
"160101 Sentrum (2001-2004)";"6 years";0
"160101 Sentrum (2001-2004)";"7 years";0
"160101 Sentrum (2001-2004)";"8 years";0
"160101 Sentrum (2001-2004)";"9 years";0
"160101 Sentrum (2001-2004)";"10 years";0
"160101 Sentrum (2001-2004)";"11 years";0
"160101 Sentrum (2001-2004)";"12 years";0
"160101 Sentrum (2001-2004)";"13 years";0
"160101 Sentrum (2001-2004)";"14 years";0
"160101 Sentrum (2001-2004)";"15 years";0
"160101 Sentrum (2001-2004)";"16 years";0
"160101 Sentrum (2001-2004)";"17 years";0
"160101 Sentrum (2001-2004)";"18 years";0
"160101 Sentrum (2001-2004)";"19 years";0
"160101 Sentrum (2001-2004)";"20 years";0
"160101 Sentrum (2001-2004)";"21 years";0
"160101 Sentrum (2001-2004)";"22 years";0
"160101 Sentrum (2001-2004)";"23 years";0
"160101 Sentrum (2001-2004)";"24 years";0
"160101 Sentrum (2001-2004)";"25 years";0
"160101 Sentrum (2001-2004)";"26 years";0
"160101 Sentrum (2001-2004)";"27 years";0
"160101 Sentrum (2001-2004)";"28 years";0
"160101 Sentrum (2001-2004)";"29 years";0
"160101 Sentrum (2001-2004)";"30 years";0
"160101 Sentrum (2001-2004)";"31 years";0
"160101 Sentrum (2001-2004)";"32 years";0
"160101 Sentrum (2001-2004)";"33 years";0
"160101 Sentrum (2001-2004)";"34 years";0
"160101 Sentrum (2001-2004)";"35 years";0
"160101 Sentrum (2001-2004)";"36 years";0
"160101 Sentrum (2001-2004)";"37 years";0
"160101 Sentrum (2001-2004)";"38 years";0
"160101 Sentrum (2001-2004)";"39 years";0
"160101 Sentrum (2001-2004)";"40 years";0
"160101 Sentrum (2001-2004)";"41 years";0
"160101 Sentrum (2001-2004)";"42 years";0
"160101 Sentrum (2001-2004)";"43 years";0
"160101 Sentrum (2001-2004)";"44 years";0
"160101 Sentrum (2001-2004)";"45 years";0
"160101 Sentrum (2001-2004)";"46 years";0
"160101 Sentrum (2001-2004)";"47 years";0
"160101 Sentrum (2001-2004)";"48 years";0
"160101 Sentrum (2001-2004)";"49 years";0
"160101 Sentrum (2001-2004)";"50 years";0
"160101 Sentrum (2001-2004)";"51 years";0
"160101 Sentrum (2001-2004)";"52 years";0
"160101 Sentrum (2001-2004)";"53 years";0
"160101 Sentrum (2001-2004)";"54 years";0
"160101 Sentrum (2001-2004)";"55 years";0
"160101 Sentrum (2001-2004)";"56 years";0
"160101 Sentrum (2001-2004)";"57 years";0
"160101 Sentrum (2001-2004)";"58 years";0
"160101 Sentrum (2001-2004)";"59 years";0
"160101 Sentrum (2001-2004)";"60 years";0
"160101 Sentrum (2001-2004)";"61 years";0
"160101 Sentrum (2001-2004)";"62 years";0
"160101 Sentrum (2001-2004)";"63 years";0
"160101 Sentrum (2001-2004)";"64 years";0
"160101 Sentrum (2001-2004)";"65 years";0
"160101 Sentrum (2001-2004)";"66 years";0
"160101 Sentrum (2001-2004)";"67 years";0
"160101 Sentrum (2001-2004)";"68 years";0
"160101 Sentrum (2001-2004)";"69 years";0
"160101 Sentrum (2001-2004)";"70 years";0
"160101 Sentrum (2001-2004)";"71 years";0
"160101 Sentrum (2001-2004)";"72 years";0
"160101 Sentrum (2001-2004)";"73 years";0
"160101 Sentrum (2001-2004)";"74 years";0
"160101 Sentrum (2001-2004)";"75 years";0
"160101 Sentrum (2001-2004)";"76 years";0
"160101 Sentrum (2001-2004)";"77 years";0
"160101 Sentrum (2001-2004)";"78 years";0
"160101 Sentrum (2001-2004)";"79 years";0
"160101 Sentrum (2001-2004)";"80 years";0
"160101 Sentrum (2001-2004)";"81 years";0
"160101 Sentrum (2001-2004)";"82 years";0
"160101 Sentrum (2001-2004)";"83 years";0
"160101 Sentrum (2001-2004)";"84 years";0
"160101 Sentrum (2001-2004)";"85 years";0
"160101 Sentrum (2001-2004)";"86 years";0
"160101 Sentrum (2001-2004)";"87 years";0
"160101 Sentrum (2001-2004)";"88 years";0
"160101 Sentrum (2001-2004)";"89 years";0
"160101 Sentrum (2001-2004)";"90 years";0
"160101 Sentrum (2001-2004)";"91 years";0
"160101 Sentrum (2001-2004)";"92 years";0
"160101 Sentrum (2001-2004)";"93 years";0
"160101 Sentrum (2001-2004)";"94 years";0
"160101 Sentrum (2001-2004)";"95 years";0
"160101 Sentrum (2001-2004)";"96 years";0
"160101 Sentrum (2001-2004)";"97 years";0
"160101 Sentrum (2001-2004)";"98 years";0
"160101 Sentrum (2001-2004)";"99 years";0
"160101 Sentrum (2001-2004)";"100 years";0
"160101 Sentrum (2001-2004)";"101 years";0
"160101 Sentrum (2001-2004)";"102 years";0
"160101 Sentrum (2001-2004)";"103 years";0
"160101 Sentrum (2001-2004)";"104 years";0
"160101 Sentrum (2001-2004)";"105 years or older";0
"160102 Strinda (2001-2004)";"0 years";0
"160102 Strinda (2001-2004)";"1 year";0
"160102 Strinda (2001-2004)";"2 years";0
"160102 Strinda (2001-2004)";"3 years";0
"160102 Strinda (2001-2004)";"4 years";0
"160102 Strinda (2001-2004)";"5 years";0
"160102 Strinda (2001-2004)";"6 years";0
"160102 Strinda (2001-2004)";"7 years";0
"160102 Strinda (2001-2004)";"8 years";0
"160102 Strinda (2001-2004)";"9 years";0
"160102 Strinda (2001-2004)";"10 years";0
"160102 Strinda (2001-2004)";"11 years";0
"160102 Strinda (2001-2004)";"12 years";0
"160102 Strinda (2001-2004)";"13 years";0
"160102 Strinda (2001-2004)";"14 years";0
"160102 Strinda (2001-2004)";"15 years";0
"160102 Strinda (2001-2004)";"16 years";0
"160102 Strinda (2001-2004)";"17 years";0
"160102 Strinda (2001-2004)";"18 years";0
"160102 Strinda (2001-2004)";"19 years";0
"160102 Strinda (2001-2004)";"20 years";0
"160102 Strinda (2001-2004)";"21 years";0
"160102 Strinda (2001-2004)";"22 years";0
"160102 Strinda (2001-2004)";"23 years";0
"160102 Strinda (2001-2004)";"24 years";0
"160102 Strinda (2001-2004)";"25 years";0
"160102 Strinda (2001-2004)";"26 years";0
"160102 Strinda (2001-2004)";"27 years";0
"160102 Strinda (2001-2004)";"28 years";0
"160102 Strinda (2001-2004)";"29 years";0
"160102 Strinda (2001-2004)";"30 years";0
"160102 Strinda (2001-2004)";"31 years";0
"160102 Strinda (2001-2004)";"32 years";0
"160102 Strinda (2001-2004)";"33 years";0
"160102 Strinda (2001-2004)";"34 years";0
"160102 Strinda (2001-2004)";"35 years";0
"160102 Strinda (2001-2004)";"36 years";0
"160102 Strinda (2001-2004)";"37 years";0
"160102 Strinda (2001-2004)";"38 years";0
"160102 Strinda (2001-2004)";"39 years";0
"160102 Strinda (2001-2004)";"40 years";0
"160102 Strinda (2001-2004)";"41 years";0
"160102 Strinda (2001-2004)";"42 years";0
"160102 Strinda (2001-2004)";"43 years";0
"160102 Strinda (2001-2004)";"44 years";0
"160102 Strinda (2001-2004)";"45 years";0
"160102 Strinda (2001-2004)";"46 years";0
"160102 Strinda (2001-2004)";"47 years";0
"160102 Strinda (2001-2004)";"48 years";0
"160102 Strinda (2001-2004)";"49 years";0
"160102 Strinda (2001-2004)";"50 years";0
"160102 Strinda (2001-2004)";"51 years";0
"160102 Strinda (2001-2004)";"52 years";0
"160102 Strinda (2001-2004)";"53 years";0
"160102 Strinda (2001-2004)";"54 years";0
"160102 Strinda (2001-2004)";"55 years";0
"160102 Strinda (2001-2004)";"56 years";0
"160102 Strinda (2001-2004)";"57 years";0
"160102 Strinda (2001-2004)";"58 years";0
"160102 Strinda (2001-2004)";"59 years";0
"160102 Strinda (2001-2004)";"60 years";0
"160102 Strinda (2001-2004)";"61 years";0
"160102 Strinda (2001-2004)";"62 years";0
"160102 Strinda (2001-2004)";"63 years";0
"160102 Strinda (2001-2004)";"64 years";0
"160102 Strinda (2001-2004)";"65 years";0
"160102 Strinda (2001-2004)";"66 years";0
"160102 Strinda (2001-2004)";"67 years";0
"160102 Strinda (2001-2004)";"68 years";0
"160102 Strinda (2001-2004)";"69 years";0
"160102 Strinda (2001-2004)";"70 years";0
"160102 Strinda (2001-2004)";"71 years";0
"160102 Strinda (2001-2004)";"72 years";0
"160102 Strinda (2001-2004)";"73 years";0
"160102 Strinda (2001-2004)";"74 years";0
"160102 Strinda (2001-2004)";"75 years";0
"160102 Strinda (2001-2004)";"76 years";0
"160102 Strinda (2001-2004)";"77 years";0
"160102 Strinda (2001-2004)";"78 years";0
"160102 Strinda (2001-2004)";"79 years";0
"160102 Strinda (2001-2004)";"80 years";0
"160102 Strinda (2001-2004)";"81 years";0
"160102 Strinda (2001-2004)";"82 years";0
"160102 Strinda (2001-2004)";"83 years";0
"160102 Strinda (2001-2004)";"84 years";0
"160102 Strinda (2001-2004)";"85 years";0
"160102 Strinda (2001-2004)";"86 years";0
"160102 Strinda (2001-2004)";"87 years";0
"160102 Strinda (2001-2004)";"88 years";0
"160102 Strinda (2001-2004)";"89 years";0
"160102 Strinda (2001-2004)";"90 years";0
"160102 Strinda (2001-2004)";"91 years";0
"160102 Strinda (2001-2004)";"92 years";0
"160102 Strinda (2001-2004)";"93 years";0
"160102 Strinda (2001-2004)";"94 years";0
"160102 Strinda (2001-2004)";"95 years";0
"160102 Strinda (2001-2004)";"96 years";0
"160102 Strinda (2001-2004)";"97 years";0
"160102 Strinda (2001-2004)";"98 years";0
"160102 Strinda (2001-2004)";"99 years";0
"160102 Strinda (2001-2004)";"100 years";0
"160102 Strinda (2001-2004)";"101 years";0
"160102 Strinda (2001-2004)";"102 years";0
"160102 Strinda (2001-2004)";"103 years";0
"160102 Strinda (2001-2004)";"104 years";0
"160102 Strinda (2001-2004)";"105 years or older";0
"160103 Nardo (2001-2004)";"0 years";0
"160103 Nardo (2001-2004)";"1 year";0
"160103 Nardo (2001-2004)";"2 years";0
"160103 Nardo (2001-2004)";"3 years";0
"160103 Nardo (2001-2004)";"4 years";0
"160103 Nardo (2001-2004)";"5 years";0
"160103 Nardo (2001-2004)";"6 years";0
"160103 Nardo (2001-2004)";"7 years";0
"160103 Nardo (2001-2004)";"8 years";0
"160103 Nardo (2001-2004)";"9 years";0
"160103 Nardo (2001-2004)";"10 years";0
"160103 Nardo (2001-2004)";"11 years";0
"160103 Nardo (2001-2004)";"12 years";0
"160103 Nardo (2001-2004)";"13 years";0
"160103 Nardo (2001-2004)";"14 years";0
"160103 Nardo (2001-2004)";"15 years";0
"160103 Nardo (2001-2004)";"16 years";0
"160103 Nardo (2001-2004)";"17 years";0
"160103 Nardo (2001-2004)";"18 years";0
"160103 Nardo (2001-2004)";"19 years";0
"160103 Nardo (2001-2004)";"20 years";0
"160103 Nardo (2001-2004)";"21 years";0
"160103 Nardo (2001-2004)";"22 years";0
"160103 Nardo (2001-2004)";"23 years";0
"160103 Nardo (2001-2004)";"24 years";0
"160103 Nardo (2001-2004)";"25 years";0
"160103 Nardo (2001-2004)";"26 years";0
"160103 Nardo (2001-2004)";"27 years";0
"160103 Nardo (2001-2004)";"28 years";0
"160103 Nardo (2001-2004)";"29 years";0
"160103 Nardo (2001-2004)";"30 years";0
"160103 Nardo (2001-2004)";"31 years";0
"160103 Nardo (2001-2004)";"32 years";0
"160103 Nardo (2001-2004)";"33 years";0
"160103 Nardo (2001-2004)";"34 years";0
"160103 Nardo (2001-2004)";"35 years";0
"160103 Nardo (2001-2004)";"36 years";0
